91314
131634
293660
13475
87827
2062
70981
10191
297762
6479
68728
585
62211
106646
131631
119450
269149
76338
673
281957
36668
70160
102899
286217
557
102651
102382
49538
10138
82992
101299
109445
82690
137113
283995
558
675
10193
14160
150540
177572
246655
12445
38757
168259
285
120
54138
10195
122
37724
22
284052
767
12444
671
127380
118340
27205
297761
68726
24428
1726
140607
1930
259316
209112
10681
330459
1771
76341
206647
337339
68718
99861
12155
14161
127585
157336
597
49051
57158
155
321612
135397
58
559
19995
72190
1865
100402
68721
271110
674
272
62177
41154
49521
122917
49026
